WikEM_Name,DB_Ingredient_Name,Match_Type,File_Path
Opisthorchis viverrini,,None,scripts/wikem_scraper/scraped_data/drugs/Opisthorchis_viverrini.json
Cat-scratch disease,,None,scripts/wikem_scraper/scraped_data/drugs/Cat-scratch_disease.json
Heparin-induced thrombocytopenia,,None,scripts/wikem_scraper/scraped_data/drugs/Heparin-induced_thrombocytopenia.json
Plague,,None,scripts/wikem_scraper/scraped_data/drugs/Plague.json
Post-operative fever,,None,scripts/wikem_scraper/scraped_data/drugs/Post-operative_fever.json
Hypercapnia,,None,scripts/wikem_scraper/scraped_data/drugs/Hypercapnia.json
Anemia of spaceflight,,None,scripts/wikem_scraper/scraped_data/drugs/Anemia_of_spaceflight.json
Septic arthritis,,None,scripts/wikem_scraper/scraped_data/drugs/Septic_arthritis.json
Caustic burn,,None,scripts/wikem_scraper/scraped_data/drugs/Caustic_burn.json
Prothrombin complex concentrates,,None,scripts/wikem_scraper/scraped_data/drugs/Prothrombin_complex_concentrates.json
Thyrotoxic periodic paralysis,,None,scripts/wikem_scraper/scraped_data/drugs/Thyrotoxic_periodic_paralysis.json
Diabetic peripheral neuropathy,,None,scripts/wikem_scraper/scraped_data/drugs/Diabetic_peripheral_neuropathy.json
Acromioclavicular joint injury,,None,scripts/wikem_scraper/scraped_data/drugs/Acromioclavicular_joint_injury.json
Abnormally colored urine,,None,scripts/wikem_scraper/scraped_data/drugs/Abnormally_colored_urine.json
Synthetic cannabinoids,,None,scripts/wikem_scraper/scraped_data/drugs/Synthetic_cannabinoids.json
Body packing,,None,scripts/wikem_scraper/scraped_data/drugs/Body_packing.json
Odontoid fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Odontoid_fracture.json
Premature junctional contraction,,None,scripts/wikem_scraper/scraped_data/drugs/Premature_junctional_contraction.json
Brain herniation syndromes,,None,scripts/wikem_scraper/scraped_data/drugs/Brain_herniation_syndromes.json
Sodium polystyrene sulfonate,sodium polystyrene sulphonate,Fuzzy (>0.85),scripts/wikem_scraper/scraped_data/drugs/Sodium_polystyrene_sulfonate.json
Intravenous drug use,,None,scripts/wikem_scraper/scraped_data/drugs/Intravenous_drug_use.json
Adhesive capsulitis,,None,scripts/wikem_scraper/scraped_data/drugs/Adhesive_capsulitis.json
Right atrial enlargement,,None,scripts/wikem_scraper/scraped_data/drugs/Right_atrial_enlargement.json
Urolithiasis,,None,scripts/wikem_scraper/scraped_data/drugs/Urolithiasis.json
Pharyngitis,,None,scripts/wikem_scraper/scraped_data/drugs/Pharyngitis.json
Immune reconstitution inflammatory syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Immune_reconstitution_inflammatory_syndrome.json
Second degree AV block type II,,None,scripts/wikem_scraper/scraped_data/drugs/Second_degree_AV_block_type_II.json
Diabetic ketoacidosis,,None,scripts/wikem_scraper/scraped_data/drugs/Diabetic_ketoacidosis.json
Traumatic hyphema,,None,scripts/wikem_scraper/scraped_data/drugs/Traumatic_hyphema.json
Fresh frozen plasma,,None,scripts/wikem_scraper/scraped_data/drugs/Fresh_frozen_plasma.json
Babesiosis,,None,scripts/wikem_scraper/scraped_data/drugs/Babesiosis.json
Amaurosis fugax,,None,scripts/wikem_scraper/scraped_data/drugs/Amaurosis_fugax.json
Phenytoin toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Phenytoin_toxicity.json
Ketoconazole,ketoconazole,Exact,scripts/wikem_scraper/scraped_data/drugs/Ketoconazole.json
Post-tonsillectomy hemorrhage,,None,scripts/wikem_scraper/scraped_data/drugs/Post-tonsillectomy_hemorrhage.json
Delirium,,None,scripts/wikem_scraper/scraped_data/drugs/Delirium.json
Propylthiouracil,propylthiouracil,Exact,scripts/wikem_scraper/scraped_data/drugs/Propylthiouracil.json
Zanamivir,,None,scripts/wikem_scraper/scraped_data/drugs/Zanamivir.json
Acute generalized exanthematous pustulosis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_generalized_exanthematous_pustulosis.json
Ethambutol,ethambutol,Exact,scripts/wikem_scraper/scraped_data/drugs/Ethambutol.json
Thrombolytics,,None,scripts/wikem_scraper/scraped_data/drugs/Thrombolytics.json
Biceps tendinitis,,None,scripts/wikem_scraper/scraped_data/drugs/Biceps_tendinitis.json
Particle disease,,None,scripts/wikem_scraper/scraped_data/drugs/Particle_disease.json
Cirrhosis,,None,scripts/wikem_scraper/scraped_data/drugs/Cirrhosis.json
Glycopeptides,,None,scripts/wikem_scraper/scraped_data/drugs/Glycopeptides.json
Cocaine,,None,scripts/wikem_scraper/scraped_data/drugs/Cocaine.json
Chest tube,,None,scripts/wikem_scraper/scraped_data/drugs/Chest_tube.json
Premature atrial contraction,,None,scripts/wikem_scraper/scraped_data/drugs/Premature_atrial_contraction.json
Pediatric rashes,,None,scripts/wikem_scraper/scraped_data/drugs/Pediatric_rashes.json
Pulsus paradoxus,,None,scripts/wikem_scraper/scraped_data/drugs/Pulsus_paradoxus.json
Bezoar en,,None,scripts/wikem_scraper/scraped_data/drugs/Bezoar_en.json
Pulmonary hypertension (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Pulmonary_hypertension_(peds).json
Proximal humerus fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Proximal_humerus_fracture.json
Achalasia es,,None,scripts/wikem_scraper/scraped_data/drugs/Achalasia_es.json
Fenofibrate,fenofibrate,Exact,scripts/wikem_scraper/scraped_data/drugs/Fenofibrate.json
Tympanic membrane rupture,,None,scripts/wikem_scraper/scraped_data/drugs/Tympanic_membrane_rupture.json
Hodgkin%27s lymphoma,,None,scripts/wikem_scraper/scraped_data/drugs/Hodgkin%27s_lymphoma.json
Prepubertal pelvic pain,,None,scripts/wikem_scraper/scraped_data/drugs/Prepubertal_pelvic_pain.json
Bone tumors and their mimics,,None,scripts/wikem_scraper/scraped_data/drugs/Bone_tumors_and_their_mimics.json
Pneumocystis jirovecii pneumonia,,None,scripts/wikem_scraper/scraped_data/drugs/Pneumocystis_jirovecii_pneumonia.json
Midlines,,None,scripts/wikem_scraper/scraped_data/drugs/Midlines.json
Venlafaxine,venlafaxine,Exact,scripts/wikem_scraper/scraped_data/drugs/Venlafaxine.json
Ventriculoperitoneal shunt overdrainage,,None,scripts/wikem_scraper/scraped_data/drugs/Ventriculoperitoneal_shunt_overdrainage.json
Retropharyngeal abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Retropharyngeal_abscess.json
Amikacin,amikacin,Exact,scripts/wikem_scraper/scraped_data/drugs/Amikacin.json
Hearing loss,,None,scripts/wikem_scraper/scraped_data/drugs/Hearing_loss.json
Slipped capital femoral epiphysis,,None,scripts/wikem_scraper/scraped_data/drugs/Slipped_capital_femoral_epiphysis.json
Renal abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Renal_abscess.json
Dementia,,None,scripts/wikem_scraper/scraped_data/drugs/Dementia.json
Critical care documentation,,None,scripts/wikem_scraper/scraped_data/drugs/Critical_care_documentation.json
Stye (hordeolum),,None,scripts/wikem_scraper/scraped_data/drugs/Stye_(hordeolum).json
Acute alveolar osteitis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_alveolar_osteitis.json
Status epilepticus,,None,scripts/wikem_scraper/scraped_data/drugs/Status_epilepticus.json
Suprapubic catheter changing or replacement,,None,scripts/wikem_scraper/scraped_data/drugs/Suprapubic_catheter_changing_or_replacement.json
Clostridium,,None,scripts/wikem_scraper/scraped_data/drugs/Clostridium.json
Dizziness,,None,scripts/wikem_scraper/scraped_data/drugs/Dizziness.json
IVC ultrasound,,None,scripts/wikem_scraper/scraped_data/drugs/IVC_ultrasound.json
Safety at sea,,None,scripts/wikem_scraper/scraped_data/drugs/Safety_at_sea.json
Serum sickness,,None,scripts/wikem_scraper/scraped_data/drugs/Serum_sickness.json
Akathisia,,None,scripts/wikem_scraper/scraped_data/drugs/Akathisia.json
Ziprasidone,ziprasidone,Exact,scripts/wikem_scraper/scraped_data/drugs/Ziprasidone.json
Codeine,codeine,Exact,scripts/wikem_scraper/scraped_data/drugs/Codeine.json
P450,,None,scripts/wikem_scraper/scraped_data/drugs/P450.json
Intravascular hemolytic transfusion reaction,,None,scripts/wikem_scraper/scraped_data/drugs/Intravascular_hemolytic_transfusion_reaction.json
Aplastic crisis,,None,scripts/wikem_scraper/scraped_data/drugs/Aplastic_crisis.json
Discitis,,None,scripts/wikem_scraper/scraped_data/drugs/Discitis.json
Pulmonary chemical agents,,None,scripts/wikem_scraper/scraped_data/drugs/Pulmonary_chemical_agents.json
Pulmonary edema,,None,scripts/wikem_scraper/scraped_data/drugs/Pulmonary_edema.json
Lofexidine,lofexidine,Exact,scripts/wikem_scraper/scraped_data/drugs/Lofexidine.json
Laryngitis,,None,scripts/wikem_scraper/scraped_data/drugs/Laryngitis.json
Theophylline,theophylline,Exact,scripts/wikem_scraper/scraped_data/drugs/Theophylline.json
Loracarbef,,None,scripts/wikem_scraper/scraped_data/drugs/Loracarbef.json
Brugada syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Brugada_syndrome.json
LET,,None,scripts/wikem_scraper/scraped_data/drugs/LET.json
Pulmonary antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/Pulmonary_antibiotics.json
Orthopedic disorders of spaceflight,,None,scripts/wikem_scraper/scraped_data/drugs/Orthopedic_disorders_of_spaceflight.json
Salvia toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Salvia_toxicity.json
Cardiac arrest in pregnancy,,None,scripts/wikem_scraper/scraped_data/drugs/Cardiac_arrest_in_pregnancy.json
Ingrown toenail,,None,scripts/wikem_scraper/scraped_data/drugs/Ingrown_toenail.json
Wound care dressing basics,,None,scripts/wikem_scraper/scraped_data/drugs/Wound_care_dressing_basics.json
Obstructive sleep apnea,,None,scripts/wikem_scraper/scraped_data/drugs/Obstructive_sleep_apnea.json
Anabolic steroid complications,,None,scripts/wikem_scraper/scraped_data/drugs/Anabolic_steroid_complications.json
Chlorhexidine,chlorhexidine,Exact,scripts/wikem_scraper/scraped_data/drugs/Chlorhexidine.json
Chorioamnionitis,,None,scripts/wikem_scraper/scraped_data/drugs/Chorioamnionitis.json
Acute psychosis,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_psychosis.json
Spironolactone,spironolactone,Exact,scripts/wikem_scraper/scraped_data/drugs/Spironolactone.json
Ischemic stroke,,None,scripts/wikem_scraper/scraped_data/drugs/Ischemic_stroke.json
Infection of AV fistula,,None,scripts/wikem_scraper/scraped_data/drugs/Infection_of_AV_fistula.json
Leiomyoma,,None,scripts/wikem_scraper/scraped_data/drugs/Leiomyoma.json
Collagen vascular disease,,None,scripts/wikem_scraper/scraped_data/drugs/Collagen_vascular_disease.json
Pentamidine,,None,scripts/wikem_scraper/scraped_data/drugs/Pentamidine.json
Lymphangitis,,None,scripts/wikem_scraper/scraped_data/drugs/Lymphangitis.json
Bronchoconstriction,,None,scripts/wikem_scraper/scraped_data/drugs/Bronchoconstriction.json
Kanamycin,kanamycin,Exact,scripts/wikem_scraper/scraped_data/drugs/Kanamycin.json
Resuscitative endovascular balloon occlusion of the aorta,,None,scripts/wikem_scraper/scraped_data/drugs/Resuscitative_endovascular_balloon_occlusion_of_the_aorta.json
Budd-Chiari syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Budd-Chiari_syndrome.json
Folic acid,folic acid,Exact,scripts/wikem_scraper/scraped_data/drugs/Folic_acid.json
Meropenem,meropenem,Exact,scripts/wikem_scraper/scraped_data/drugs/Meropenem.json
Meconium aspiration syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Meconium_aspiration_syndrome.json
Hypoparathyroidism,,None,scripts/wikem_scraper/scraped_data/drugs/Hypoparathyroidism.json
Heartland virus,,None,scripts/wikem_scraper/scraped_data/drugs/Heartland_virus.json
Atropine,atropine,Exact,scripts/wikem_scraper/scraped_data/drugs/Atropine.json
Quadriceps tendon rupture,,None,scripts/wikem_scraper/scraped_data/drugs/Quadriceps_tendon_rupture.json
Calcium channel blocker toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Calcium_channel_blocker_toxicity.json
Acute alcoholic hepatitis en,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_alcoholic_hepatitis_en.json
Nasal foreign body,,None,scripts/wikem_scraper/scraped_data/drugs/Nasal_foreign_body.json
Paget%27s disease of bone,,None,scripts/wikem_scraper/scraped_data/drugs/Paget%27s_disease_of_bone.json
Rotator cuff tear,,None,scripts/wikem_scraper/scraped_data/drugs/Rotator_cuff_tear.json
Celiac disease en,,None,scripts/wikem_scraper/scraped_data/drugs/Celiac_disease_en.json
Ingrown toenail removal,,None,scripts/wikem_scraper/scraped_data/drugs/Ingrown_toenail_removal.json
Cyclopentolate,cyclopentolate,Exact,scripts/wikem_scraper/scraped_data/drugs/Cyclopentolate.json
Idarucizumab,,None,scripts/wikem_scraper/scraped_data/drugs/Idarucizumab.json
Born out of asepsis,,None,scripts/wikem_scraper/scraped_data/drugs/Born_out_of_asepsis.json
Botulism,,None,scripts/wikem_scraper/scraped_data/drugs/Botulism.json
Non-thumb metacarpal fracture (neck),,None,scripts/wikem_scraper/scraped_data/drugs/Non-thumb_metacarpal_fracture_(neck).json
Postherpetic neuralgia,,None,scripts/wikem_scraper/scraped_data/drugs/Postherpetic_neuralgia.json
Spaceflight urinary tract infection,,None,scripts/wikem_scraper/scraped_data/drugs/Spaceflight_urinary_tract_infection.json
Pseudoparasites,,None,scripts/wikem_scraper/scraped_data/drugs/Pseudoparasites.json
Pseudoephedrine,pseudoephedrine,Exact,scripts/wikem_scraper/scraped_data/drugs/Pseudoephedrine.json
Sixth nerve palsy,,None,scripts/wikem_scraper/scraped_data/drugs/Sixth_nerve_palsy.json
50kg (small adult),,None,scripts/wikem_scraper/scraped_data/drugs/50kg_(small_adult).json
Prehospital protocol pediatric respiratory failure,,None,scripts/wikem_scraper/scraped_data/drugs/Prehospital_protocol_pediatric_respiratory_failure.json
Clinical decision rules for head CT in trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Clinical_decision_rules_for_head_CT_in_trauma.json
Lassa fever,,None,scripts/wikem_scraper/scraped_data/drugs/Lassa_fever.json
Dapsone,dapsone,Exact,scripts/wikem_scraper/scraped_data/drugs/Dapsone.json
Ulcerative colitis,,None,scripts/wikem_scraper/scraped_data/drugs/Ulcerative_colitis.json
Goodpasture syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Goodpasture_syndrome.json
M%C3%A9ni%C3%A8re%27s disease,,None,scripts/wikem_scraper/scraped_data/drugs/M%C3%A9ni%C3%A8re%27s_disease.json
Initial mechanical ventilation settings,,None,scripts/wikem_scraper/scraped_data/drugs/Initial_mechanical_ventilation_settings.json
Placenta accreta,,None,scripts/wikem_scraper/scraped_data/drugs/Placenta_accreta.json
Bilateral leg swelling,,None,scripts/wikem_scraper/scraped_data/drugs/Bilateral_leg_swelling.json
Budesonide Formoterol,,None,scripts/wikem_scraper/scraped_data/drugs/Budesonide_Formoterol.json
Nasal septal hematoma,,None,scripts/wikem_scraper/scraped_data/drugs/Nasal_septal_hematoma.json
CHF medications,,None,scripts/wikem_scraper/scraped_data/drugs/CHF_medications.json
Ventricular septal defect,,None,scripts/wikem_scraper/scraped_data/drugs/Ventricular_septal_defect.json
Cryptococcosis,,None,scripts/wikem_scraper/scraped_data/drugs/Cryptococcosis.json
Diabetic ketoacidosis (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Diabetic_ketoacidosis_(peds).json
Benznidazole,,None,scripts/wikem_scraper/scraped_data/drugs/Benznidazole.json
Chalazion,,None,scripts/wikem_scraper/scraped_data/drugs/Chalazion.json
Etomidate,,None,scripts/wikem_scraper/scraped_data/drugs/Etomidate.json
Pruritus,,None,scripts/wikem_scraper/scraped_data/drugs/Pruritus.json
Seborrheic keratosis,,None,scripts/wikem_scraper/scraped_data/drugs/Seborrheic_keratosis.json
Alcoholic ketoacidosis,,None,scripts/wikem_scraper/scraped_data/drugs/Alcoholic_ketoacidosis.json
Humerus fracture (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Humerus_fracture_(peds).json
Diabetes insipidus,,None,scripts/wikem_scraper/scraped_data/drugs/Diabetes_insipidus.json
Alprazolam,alprazolam,Exact,scripts/wikem_scraper/scraped_data/drugs/Alprazolam.json
Respiratory alkalosis,,None,scripts/wikem_scraper/scraped_data/drugs/Respiratory_alkalosis.json
Cadmium toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Cadmium_toxicity.json
Colorectal cancer,,None,scripts/wikem_scraper/scraped_data/drugs/Colorectal_cancer.json
Vasopressin,,None,scripts/wikem_scraper/scraped_data/drugs/Vasopressin.json
Testicular trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Testicular_trauma.json
Azathioprine,azathioprine,Exact,scripts/wikem_scraper/scraped_data/drugs/Azathioprine.json
Abdominal pain (geriatrics) en,,None,scripts/wikem_scraper/scraped_data/drugs/Abdominal_pain_(geriatrics)_en.json
Smallpox,,None,scripts/wikem_scraper/scraped_data/drugs/Smallpox.json
NIH Stroke Scale,,None,scripts/wikem_scraper/scraped_data/drugs/NIH_Stroke_Scale.json
Interstitial lung disease,,None,scripts/wikem_scraper/scraped_data/drugs/Interstitial_lung_disease.json
Boutonniere deformity,,None,scripts/wikem_scraper/scraped_data/drugs/Boutonniere_deformity.json
Myxoma,,None,scripts/wikem_scraper/scraped_data/drugs/Myxoma.json
Cerebral palsy,,None,scripts/wikem_scraper/scraped_data/drugs/Cerebral_palsy.json
Triamcinolone acetonide,triamcinolone acetonide,Exact,scripts/wikem_scraper/scraped_data/drugs/Triamcinolone_acetonide.json
Antivirals,,None,scripts/wikem_scraper/scraped_data/drugs/Antivirals.json
Navicular fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Navicular_fracture.json
Macrolides,,None,scripts/wikem_scraper/scraped_data/drugs/Macrolides.json
Coronary artery dissection,,None,scripts/wikem_scraper/scraped_data/drugs/Coronary_artery_dissection.json
Ammonia toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Ammonia_toxicity.json
Predicting the difficult airway,,None,scripts/wikem_scraper/scraped_data/drugs/Predicting_the_difficult_airway.json
Atlanto-occipital dissociation,,None,scripts/wikem_scraper/scraped_data/drugs/Atlanto-occipital_dissociation.json
Sheehan%27s syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Sheehan%27s_syndrome.json
Disseminated intravascular coagulation,,None,scripts/wikem_scraper/scraped_data/drugs/Disseminated_intravascular_coagulation.json
Primaquine,,None,scripts/wikem_scraper/scraped_data/drugs/Primaquine.json
Chloroquine,,None,scripts/wikem_scraper/scraped_data/drugs/Chloroquine.json
Parapharyngeal space infection,,None,scripts/wikem_scraper/scraped_data/drugs/Parapharyngeal_space_infection.json
Hip pain,,None,scripts/wikem_scraper/scraped_data/drugs/Hip_pain.json
Arthrocentesis,,None,scripts/wikem_scraper/scraped_data/drugs/Arthrocentesis.json
Wet gangrene,,None,scripts/wikem_scraper/scraped_data/drugs/Wet_gangrene.json
Bacterial tracheitis,,None,scripts/wikem_scraper/scraped_data/drugs/Bacterial_tracheitis.json
Tick borne illnesses,,None,scripts/wikem_scraper/scraped_data/drugs/Tick_borne_illnesses.json
Strongyloides stercoralis,,None,scripts/wikem_scraper/scraped_data/drugs/Strongyloides_stercoralis.json
Hemophilia,,None,scripts/wikem_scraper/scraped_data/drugs/Hemophilia.json
Neoplastic meningitis,,None,scripts/wikem_scraper/scraped_data/drugs/Neoplastic_meningitis.json
Myelodysplastic syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Myelodysplastic_syndrome.json
Proteus,,None,scripts/wikem_scraper/scraped_data/drugs/Proteus.json
Procainamide,,None,scripts/wikem_scraper/scraped_data/drugs/Procainamide.json
Droperidol,,None,scripts/wikem_scraper/scraped_data/drugs/Droperidol.json
NSAID toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/NSAID_toxicity.json
Sympathomimetic toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Sympathomimetic_toxicity.json
Digital mixoid cyst,,None,scripts/wikem_scraper/scraped_data/drugs/Digital_mixoid_cyst.json
Emergent delivery,,None,scripts/wikem_scraper/scraped_data/drugs/Emergent_delivery.json
Tungiasis,,None,scripts/wikem_scraper/scraped_data/drugs/Tungiasis.json
Cervical radiculopathy,,None,scripts/wikem_scraper/scraped_data/drugs/Cervical_radiculopathy.json
Methimazole,,None,scripts/wikem_scraper/scraped_data/drugs/Methimazole.json
Arteriovenous malformation (CNS),,None,scripts/wikem_scraper/scraped_data/drugs/Arteriovenous_malformation_(CNS).json
Calcaneal bursitis,,None,scripts/wikem_scraper/scraped_data/drugs/Calcaneal_bursitis.json
Viral conjunctivitis,,None,scripts/wikem_scraper/scraped_data/drugs/Viral_conjunctivitis.json
Seabather%27s eruption,,None,scripts/wikem_scraper/scraped_data/drugs/Seabather%27s_eruption.json
Fingertip avulsion,,None,scripts/wikem_scraper/scraped_data/drugs/Fingertip_avulsion.json
Open joint injury,,None,scripts/wikem_scraper/scraped_data/drugs/Open_joint_injury.json
Crohn%27s disease,,None,scripts/wikem_scraper/scraped_data/drugs/Crohn%27s_disease.json
Antibiotics by diagnosis,,None,scripts/wikem_scraper/scraped_data/drugs/Antibiotics_by_diagnosis.json
Immunocompromised antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/Immunocompromised_antibiotics.json
Enalapril,enalapril,Exact,scripts/wikem_scraper/scraped_data/drugs/Enalapril.json
Sotalol,sotalol,Exact,scripts/wikem_scraper/scraped_data/drugs/Sotalol.json
Interstitial cystitis,,None,scripts/wikem_scraper/scraped_data/drugs/Interstitial_cystitis.json
Cocaine-associated chest pain,,None,scripts/wikem_scraper/scraped_data/drugs/Cocaine-associated_chest_pain.json
Ascending cholangitis,,None,scripts/wikem_scraper/scraped_data/drugs/Ascending_cholangitis.json
Uveitis,,None,scripts/wikem_scraper/scraped_data/drugs/Uveitis.json
Prevention of COVID-19 transmission in the healthcare setting,,None,scripts/wikem_scraper/scraped_data/drugs/Prevention_of_COVID-19_transmission_in_the_healthcare_setting.json
Hypertriglyceridemia,,None,scripts/wikem_scraper/scraped_data/drugs/Hypertriglyceridemia.json
Radiation exposure (disaster),,None,scripts/wikem_scraper/scraped_data/drugs/Radiation_exposure_(disaster).json
Scapholunate dissociation,,None,scripts/wikem_scraper/scraped_data/drugs/Scapholunate_dissociation.json
Hepatic encephalopathy,,None,scripts/wikem_scraper/scraped_data/drugs/Hepatic_encephalopathy.json
Blastocystis species,,None,scripts/wikem_scraper/scraped_data/drugs/Blastocystis_species.json
DiGeorge syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/DiGeorge_syndrome.json
Clozapine,clozapine,Exact,scripts/wikem_scraper/scraped_data/drugs/Clozapine.json
Hydrogen fluoride toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Hydrogen_fluoride_toxicity.json
Diabetes medications,,None,scripts/wikem_scraper/scraped_data/drugs/Diabetes_medications.json
Double simultaneous external defibrillation,,None,scripts/wikem_scraper/scraped_data/drugs/Double_simultaneous_external_defibrillation.json
CMV retinitis,,None,scripts/wikem_scraper/scraped_data/drugs/CMV_retinitis.json
Duodenal hematoma,,None,scripts/wikem_scraper/scraped_data/drugs/Duodenal_hematoma.json
Impingement syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Impingement_syndrome.json
Epidural hemorrhage,,None,scripts/wikem_scraper/scraped_data/drugs/Epidural_hemorrhage.json
Anterior interosseous neuropathy,,None,scripts/wikem_scraper/scraped_data/drugs/Anterior_interosseous_neuropathy.json
Penile amputation,,None,scripts/wikem_scraper/scraped_data/drugs/Penile_amputation.json
Incarcerated uterus,,None,scripts/wikem_scraper/scraped_data/drugs/Incarcerated_uterus.json
Plasmapheresis,,None,scripts/wikem_scraper/scraped_data/drugs/Plasmapheresis.json
Phentolamine,phentolamine,Exact,scripts/wikem_scraper/scraped_data/drugs/Phentolamine.json
Tracheostomy infection,,None,scripts/wikem_scraper/scraped_data/drugs/Tracheostomy_infection.json
Adenosine,adenosine,Exact,scripts/wikem_scraper/scraped_data/drugs/Adenosine.json
Wheal,,None,scripts/wikem_scraper/scraped_data/drugs/Wheal.json
Upper respiratory infection,,None,scripts/wikem_scraper/scraped_data/drugs/Upper_respiratory_infection.json
Baby feeding and nutrition en,,None,scripts/wikem_scraper/scraped_data/drugs/Baby_feeding_and_nutrition_en.json
Gout and pseudogout,,None,scripts/wikem_scraper/scraped_data/drugs/Gout_and_pseudogout.json
Penicillin G Procaine,penicillin g procaine,Exact,scripts/wikem_scraper/scraped_data/drugs/Penicillin_G_Procaine.json
Visual field defects,,None,scripts/wikem_scraper/scraped_data/drugs/Visual_field_defects.json
15kg (4yr),,None,scripts/wikem_scraper/scraped_data/drugs/15kg_(4yr).json
Medroxyprogesterone,medroxyprogesterone,Exact,scripts/wikem_scraper/scraped_data/drugs/Medroxyprogesterone.json
Transjugular intrahepatic portosystemic shunt,,None,scripts/wikem_scraper/scraped_data/drugs/Transjugular_intrahepatic_portosystemic_shunt.json
Thoracic outlet syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Thoracic_outlet_syndrome.json
Trimethoprim,trimethoprim,Exact,scripts/wikem_scraper/scraped_data/drugs/Trimethoprim.json
Eclampsia,,None,scripts/wikem_scraper/scraped_data/drugs/Eclampsia.json
Carbamate toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Carbamate_toxicity.json
Lopinavir,,None,scripts/wikem_scraper/scraped_data/drugs/Lopinavir.json
Stingray injury,,None,scripts/wikem_scraper/scraped_data/drugs/Stingray_injury.json
Dextrose-based products,,None,scripts/wikem_scraper/scraped_data/drugs/Dextrose-based_products.json
Nitazoxanide,nitazoxanide,Exact,scripts/wikem_scraper/scraped_data/drugs/Nitazoxanide.json
Jammed finger,,None,scripts/wikem_scraper/scraped_data/drugs/Jammed_finger.json
Prepubertal vaginal bleeding,,None,scripts/wikem_scraper/scraped_data/drugs/Prepubertal_vaginal_bleeding.json
Betamethasone,betamethasone,Exact,scripts/wikem_scraper/scraped_data/drugs/Betamethasone.json
Klebsiella,,None,scripts/wikem_scraper/scraped_data/drugs/Klebsiella.json
Thalassemia,,None,scripts/wikem_scraper/scraped_data/drugs/Thalassemia.json
Dental subluxation,,None,scripts/wikem_scraper/scraped_data/drugs/Dental_subluxation.json
Direct laryngoscopy,,None,scripts/wikem_scraper/scraped_data/drugs/Direct_laryngoscopy.json
Critical care quick reference,,None,scripts/wikem_scraper/scraped_data/drugs/Critical_care_quick_reference.json
Nail avulsion,,None,scripts/wikem_scraper/scraped_data/drugs/Nail_avulsion.json
Abdominal pain (peds) es,,None,scripts/wikem_scraper/scraped_data/drugs/Abdominal_pain_(peds)_es.json
Opioids,,None,scripts/wikem_scraper/scraped_data/drugs/Opioids.json
Gemfibrozil,gemfibrozil,Exact,scripts/wikem_scraper/scraped_data/drugs/Gemfibrozil.json
Trigeminal neuralgia,,None,scripts/wikem_scraper/scraped_data/drugs/Trigeminal_neuralgia.json
Hepatitis E,,None,scripts/wikem_scraper/scraped_data/drugs/Hepatitis_E.json
Placental abruption,,None,scripts/wikem_scraper/scraped_data/drugs/Placental_abruption.json
Timolol,timolol,Exact,scripts/wikem_scraper/scraped_data/drugs/Timolol.json
Bioterrorism antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/Bioterrorism_antibiotics.json
Mescaline toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Mescaline_toxicity.json
Benzodiazepine withdrawal,,None,scripts/wikem_scraper/scraped_data/drugs/Benzodiazepine_withdrawal.json
Calcium chloride,calcium chloride,Exact,scripts/wikem_scraper/scraped_data/drugs/Calcium_chloride.json
