med_id,source,active_ingredient,route,frequency,instructions,reason,quality
28918,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
28923,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
28957,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
28958,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
28997,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
29225,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
30648,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
30752,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
30753,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
30764,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
31390,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
14523,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
21855,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
9363,DailyMed,N/A,topical,,"Apply thin bead of gel to toothbrush and brush for at least one minute, making sure all tooth surfaces are covered.",No Dosage Numbers in Text; Missing Frequency,LOW
22683,DailyMed,N/A,topical,,"Apply thin bead of gel to toothbrush and brush for at least one minute, making sure all tooth surfaces are covered.",No Dosage Numbers in Text; Missing Frequency,LOW
24211,DailyMed,N/A,topical,,"Apply thin bead of gel to toothbrush and brush for at least one minute, making sure all tooth surfaces are covered.",No Dosage Numbers in Text; Missing Frequency,LOW
24248,DailyMed,N/A,topical,,"Apply thin bead of gel to toothbrush and brush for at least one minute, making sure all tooth surfaces are covered.",No Dosage Numbers in Text; Missing Frequency,LOW
1441,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1447,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1450,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1458,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1462,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1474,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1475,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1477,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1478,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1886,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
3072,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
5172,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
5174,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15107,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15108,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15109,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15133,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15150,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15151,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15652,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
16538,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
16914,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
16915,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
17059,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
17060,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
17061,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
17542,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
17858,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
18030,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
19370,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
19440,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
19458,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
19506,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
19517,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
19635,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
22858,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
24987,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
24988,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
25462,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
25463,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
26465,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
27903,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
29205,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
29703,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
29900,DailyMed,N/A,,,"DIRECTIONS: USE AS DIRECTED. STOP USE IF REDNESS, IRRITATION, ITCHING AND/OR DARKENING OCCURS.",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
